Player,Team,Jumper,Position,Height,DOB,Age,Matches,RatingPoints_Avg,CoachesVotes_Avg,CoachesVotes_Total,TimeOnGround,Supercoach_Avg,DreamTeamPoints_Avg
Josh Draper,Fremantle,37,Defender,197.0,2004-02-08,22.0,0,0.0,0.0,0,0.0,0.0,0.0
Isaiah Dudley,Fremantle,43,Forward,171.0,2003-04-30,22.0,6,9.033,0.167,1,71.833,63.0,53.5
Neil Erasmus,Fremantle,28,Midfield,190.0,2003-12-02,22.0,6,4.6,0.0,0,76.167,60.5,67.167
Michael Frederick,Fremantle,32,Forward,183.0,2000-05-17,25.0,1,5.4,0.0,0,64.0,41.0,36.0
Luke Jackson,Fremantle,9,Ruck,199.0,2001-09-29,24.0,6,14.683,3.0,18,79.0,123.167,101.5
Matt Johnson,Fremantle,44,Midfield,193.0,2003-03-16,23.0,6,10.283,0.0,0,72.833,69.0,61.333
Leon Kickett,Fremantle,19,MidfieldForward,,2000-01-01,26.0,0,0.0,0.0,0,0.0,0.0,0.0
Ryda Luke,Fremantle,40,Forward,185.0,2007-09-19,18.0,0,0.0,0.0,0,0.0,0.0,0.0
Oscar McDonald,Fremantle,21,Defender,196.0,1996-03-18,30.0,2,6.75,0.0,0,90.0,56.0,51.5
Judd McVee,Fremantle,17,Defender,185.0,2003-08-07,22.0,6,7.083,0.0,0,79.833,56.333,57.333
Ollie Murphy,Fremantle,33,Defender,200.0,2005-09-16,20.0,0,0.0,0.0,0,0.0,0.0,0.0
Tobyn Murray,Fremantle,11,Forward,180.0,2005-05-05,20.0,0,0.0,0.0,0,0.0,0.0,0.0
Charlie Nicholls,Fremantle,22,Forward,197.0,2006-06-08,19.0,0,0.0,0.0,0,0.0,0.0,0.0
Nathan O'Driscoll,Fremantle,30,Midfield,188.0,2002-05-17,23.0,2,11.0,0.0,0,79.5,72.0,58.5
Jaeger O'Meara,Fremantle,2,Midfield,184.0,1994-02-23,32.0,3,7.867,0.0,0,73.667,71.333,63.667
Alex Pearce,Fremantle,25,Defender,201.0,1995-06-09,30.0,6,8.783,1.667,10,74.167,53.0,37.167
Murphy Reid,Fremantle,16,Forward,181.0,2006-07-30,19.0,6,9.433,1.5,9,81.833,89.333,83.333
Aiden Riddle,Fremantle,42,Ruck,200.0,2005-12-27,20.0,0,0.0,0.0,0,0.0,0.0,0.0
Luke Ryan,Fremantle,13,Defender,186.0,1996-02-06,30.0,5,9.72,1.4,7,87.2,91.6,82.4
Chris Scerri,Fremantle,45,MidfieldForward,177.0,2006-07-06,19.0,4,5.55,0.0,0,67.75,40.25,27.25
Caleb Serong,Fremantle,3,Midfield,180.0,2001-02-09,25.0,6,15.9,3.5,21,82.333,106.833,98.833
Jeremy Sharp,Fremantle,14,Midfield,189.0,2001-08-13,24.0,0,0.0,0.0,0,0.0,0.0,0.0
Cooper Simpson,Fremantle,29,Defender,182.0,2005-02-13,21.0,0,0.0,0.0,0,0.0,0.0,0.0
Sam Sturt,Fremantle,1,Forward,190.0,2000-05-12,25.0,0,0.0,0.0,0,0.0,0.0,0.0
Adam Sweid,Fremantle,15,Midfield,176.0,2007-09-14,18.0,0,0.0,0.0,0,0.0,0.0,0.0
Sam Switkowski,Fremantle,39,Forward,179.0,1996-11-20,29.0,6,6.9,0.0,0,71.667,56.0,47.333
Josh Treacy,Fremantle,35,Forward,195.0,2002-08-04,23.0,6,12.45,2.5,15,88.667,102.5,79.667
Patrick Voss,Fremantle,20,Forward,195.0,2003-06-29,22.0,6,2.833,0.0,0,89.333,62.667,61.167
Corey Wagner,Fremantle,34,Midfield,181.0,1997-03-23,29.0,6,8.8,0.0,0,78.0,73.0,65.167
Brandon Walker,Fremantle,31,Defender,186.0,2002-10-17,23.0,1,5.0,0.0,0,91.0,38.0,30.0
Toby Whan,Fremantle,27,Midfield,184.0,2007-05-09,18.0,0,0.0,0.0,0,0.0,0.0,0.0
Karl Worner,Fremantle,23,Defender,188.0,2002-06-16,23.0,6,5.267,0.0,0,78.833,68.667,68.667
Hayden Young,Fremantle,26,Midfield,189.0,2001-04-11,25.0,2,10.95,0.0,0,71.5,84.0,80.0
Tom Atkins,Geelong,30,Midfield,180.0,1995-09-18,30.0,6,12.45,0.5,3,73.667,89.667,83.5
Harley Barker,Geelong,26,Midfield,188.0,2007-05-02,18.0,0,0.0,0.0,0,0.0,0.0,0.0
Jed Bews,Geelong,24,Defender,186.0,1993-12-14,32.0,0,0.0,0.0,0,0.0,0.0,0.0
Mark Blicavs,Geelong,46,Ruck,198.0,1991-03-28,35.0,5,8.58,0.0,0,77.8,76.6,79.2
Jack Bowes,Geelong,12,Midfield,189.0,1998-01-26,28.0,3,11.1,0.0,0,70.0,76.333,80.333
Tanner Bruhn,Geelong,4,Midfield,184.0,2002-05-27,23.0,6,7.517,1.0,6,69.5,85.167,88.5
Cillian Burke,Geelong,41,Defender,192.0,2003-03-29,23.0,0,0.0,0.0,0,0.0,0.0,0.0
Jeremy Cameron,Geelong,5,Forward,196.0,1993-04-01,33.0,5,12.02,2.4,12,91.6,90.0,99.4
Jhye Clark,Geelong,13,MidfieldForward,181.0,2004-07-23,21.0,3,6.3,0.0,0,62.0,46.667,45.0
Bradley Close,Geelong,45,Forward,183.0,1998-07-30,27.0,4,5.675,0.0,0,79.5,38.75,34.25
Toby Conway,Geelong,6,Ruck,206.0,2003-04-24,22.0,0,0.0,0.0,0,0.0,0.0,0.0
Patrick Dangerfield,Geelong,35,Forward,189.0,1990-04-05,36.0,2,8.65,0.0,0,63.0,58.5,53.5
Sam De Koning,Geelong,16,Defender,204.0,2001-02-26,25.0,6,7.817,0.333,2,72.667,64.5,60.167
Ollie Dempsey,Geelong,28,Midfield,187.0,2003-01-07,23.0,6,9.1,0.0,0,83.333,77.333,74.333
Nick Driscoll,Geelong,27,Midfield,,2000-01-01,26.0,0,0.0,0.0,0,0.0,0.0,0.0
Mitchell Edwards,Geelong,11,Ruck,206.0,2005-06-02,20.0,5,7.92,0.0,0,57.0,56.2,47.4
Zach Guthrie,Geelong,39,Defender,188.0,1998-06-30,27.0,6,7.683,0.0,0,75.833,74.0,70.5
Jack Henry,Geelong,38,Defender,192.0,1998-08-29,27.0,4,6.425,0.0,0,89.0,63.5,47.0
Oliver Henry,Geelong,36,Forward,189.0,2002-07-29,23.0,5,6.22,0.0,0,86.8,49.4,47.2
Lennox Hoffman,Geelong,23,Defender,191.0,2006-08-08,19.0,0,0.0,0.0,0,0.0,0.0,0.0
Hunter Holmes,Geelong,22,Midfield,188.0,2007-02-19,19.0,0,0.0,0.0,0,0.0,0.0,0.0
Max Holmes,Geelong,9,Midfield,190.0,2002-08-29,23.0,6,13.35,4.5,27,80.0,122.667,110.333
Lawson Humphries,Geelong,17,Defender,182.0,2003-04-24,22.0,6,9.0,0.667,4,82.167,74.833,81.5
Mitchell Knevitt,Geelong,10,Midfield,193.0,2003-01-08,23.0,1,7.4,0.0,0,77.0,46.0,43.0
Jake Kolodjashnij,Geelong,8,Defender,193.0,1995-08-09,30.0,2,7.4,0.0,0,74.5,48.5,44.5
Shaun Mannagh,Geelong,7,Forward,178.0,1997-08-06,28.0,6,10.433,1.5,9,82.333,65.0,63.833
Jack Martin,Geelong,19,Forward,186.0,1995-01-29,31.0,5,5.34,0.0,0,72.2,69.8,67.2
Keighton Matofai-Forbes,Geelong,31,DefenderForward,188.0,2006-02-02,20.0,0,0.0,0.0,0,0.0,0.0,0.0
Jesse Mellor,Geelong,25,Forward,185.0,2007-01-04,19.0,0,0.0,0.0,0,0.0,0.0,0.0
Gryan Miers,Geelong,32,Forward,179.0,1999-03-30,27.0,5,8.4,0.2,1,79.8,87.8,95.8
Jacob Molier,Geelong,20,Ruck,201.0,2006-10-11,19.0,0,0.0,0.0,0,0.0,0.0,0.0
Oisin Mullin,Geelong,34,DefenderMidfield,182.0,2000-02-11,26.0,6,4.233,0.833,5,79.333,48.5,51.833
Shannon Neale,Geelong,33,Forward,203.0,2002-07-25,23.0,6,10.383,1.167,7,89.0,83.667,61.5
Mark O'Connor,Geelong,42,DefenderMidfield,189.0,1997-01-17,29.0,4,9.175,0.5,2,74.25,74.0,62.75
Connor O'Sullivan,Geelong,14,Defender,198.0,2005-05-19,20.0,6,8.417,0.0,0,89.167,71.333,66.5
Joe Pike,Geelong,37,Ruck,203.0,2005-05-17,20.0,0,0.0,0.0,0,0.0,0.0,0.0
Jay Polkinghorne,Geelong,2,Forward,191.0,2006-06-02,19.0,0,0.0,0.0,0,0.0,0.0,0.0
Bailey Smith,Geelong,3,Midfield,185.0,2000-12-07,25.0,6,17.317,4.333,26,84.167,129.5,127.667
Rhys Stanley,Geelong,1,Ruck,200.0,1990-12-01,35.0,0,0.0,0.0,0,0.0,0.0,0.0
Tyson Stengle,Geelong,18,Forward,175.0,1998-10-19,27.0,0,0.0,0.0,0,0.0,0.0,0.0
George Stevens,Geelong,15,Midfield,189.0,2005-04-14,21.0,0,0.0,0.0,0,0.0,0.0,0.0
Thomas Stewart,Geelong,44,Defender,190.0,1993-03-15,33.0,6,10.517,1.167,7,82.333,96.167,82.167
Oliver Wiltshire,Geelong,21,Forward,180.0,2002-09-15,23.0,4,4.65,0.0,0,72.75,37.5,36.5
James Worpel,Geelong,29,Midfield,186.0,1999-01-24,27.0,3,11.533,0.333,1,68.0,87.667,78.667
Oscar Adams,Gold Coast,48,Defender,197.0,2003-07-23,22.0,3,5.733,0.0,0,72.333,41.0,33.333
Beau Addinsall,Gold Coast,38,Midfield,182.0,2007-03-09,19.0,0,0.0,0.0,0,0.0,0.0,0.0
Noah Anderson,Gold Coast,15,Midfield,192.0,2001-02-17,25.0,5,13.82,1.2,6,83.6,97.0,86.4
Mac Andrew,Gold Coast,1,Defender,202.0,2003-12-04,22.0,6,10.017,0.0,0,84.0,74.0,63.0
Charlie Ballard,Gold Coast,10,Defender,196.0,1999-07-23,26.0,4,5.25,0.0,0,73.5,49.25,40.75
Cooper Bell,Gold Coast,31,DefenderForward,199.0,2006-11-30,19.0,0,0.0,0.0,0,0.0,0.0,0.0
Sam Clohesy,Gold Coast,33,Midfield,189.0,2002-12-12,23.0,5,8.52,0.0,0,75.4,73.8,70.4
Samuel Collins,Gold Coast,25,Defender,194.0,1994-06-15,31.0,6,8.933,1.667,10,91.333,71.5,56.5
Koby Coulson,Gold Coast,43,Midfield,180.0,2007-07-31,18.0,0,0.0,0.0,0,0.0,0.0,0.0
Alex Davies,Gold Coast,5,Midfield,193.0,2002-03-18,24.0,4,10.1,0.0,0,59.5,70.25,65.0
Asher Eastham,Gold Coast,42,Forward,190.0,2006-05-13,19.0,0,0.0,0.0,0,0.0,0.0,0.0
Zak Evans,Gold Coast,36,Midfield,190.0,2000-03-26,26.0,0,0.0,0.0,0,0.0,0.0,0.0
Jy Farrar,Gold Coast,50,Forward,190.0,1996-12-07,29.0,2,1.0,0.0,0,63.0,32.0,33.5
Caleb Graham,Gold Coast,46,Defender,194.0,2000-09-12,25.0,0,0.0,0.0,0,0.0,0.0,0.0
Will Graham,Gold Coast,26,MidfieldForward,186.0,2005-07-27,20.0,6,7.283,0.0,0,77.5,64.833,57.833
Lachlan Gulbin,Gold Coast,39,Forward,187.0,2006-11-24,19.0,2,9.8,0.0,0,71.5,60.5,58.5
Elliott Himmelberg,Gold Coast,12,Forward,196.0,1998-06-04,27.0,0,0.0,0.0,0,0.0,0.0,0.0
Nicholas Holman,Gold Coast,7,MidfieldForward,188.0,1995-05-29,30.0,0,0.0,0.0,0,0.0,0.0,0.0
Bailey Humphrey,Gold Coast,19,MidfieldForward,186.0,2004-09-11,21.0,3,10.1,2.667,8,77.333,82.667,76.0
Joel Jeffrey,Gold Coast,16,Defender,192.0,2002-03-12,24.0,6,11.0,0.0,0,74.333,83.333,73.167
Ben Jepson,Gold Coast,44,Midfield,184.0,2001-10-10,24.0,0,0.0,0.0,0,0.0,0.0,0.0
Ben King,Gold Coast,34,Forward,202.0,2000-07-07,25.0,6,9.233,1.833,11,90.0,68.5,56.667
Max Knobel,Gold Coast,37,Ruck,206.0,2004-06-27,21.0,0,0.0,0.0,0,0.0,0.0,0.0
Caleb Lewis,Gold Coast,45,Forward,198.0,2003-09-29,22.0,0,0.0,0.0,0,0.0,0.0,0.0
Leo Lombard,Gold Coast,8,Forward,179.0,2006-10-05,19.0,6,5.7,0.0,0,80.0,49.0,48.0
Ben Long,Gold Coast,22,Forward,186.0,1997-08-21,28.0,6,9.683,0.0,0,81.667,62.333,53.667
Touk Miller,Gold Coast,11,MidfieldForward,178.0,1996-02-22,30.0,6,13.817,2.5,15,80.0,100.333,93.0
Ned Moyle,Gold Coast,23,Ruck,206.0,2002-02-15,24.0,0,0.0,0.0,0,0.0,0.0,0.0
Jai Murray,Gold Coast,35,Midfield,185.0,2007-03-09,19.0,0,0.0,0.0,0,0.0,0.0,0.0
John Noble,Gold Coast,2,Defender,180.0,1997-03-25,29.0,6,10.783,0.667,4,82.5,88.5,83.833
Dylan Patterson,Gold Coast,30,Defender,184.0,2007-09-01,18.0,0,0.0,0.0,0,0.0,0.0,0.0
Christian Petracca,Gold Coast,3,MidfieldForward,187.0,1996-01-04,30.0,4,25.2,7.0,28,73.5,128.25,98.75
Wil Powell,Gold Coast,27,DefenderMidfield,188.0,1999-08-26,26.0,6,10.983,0.167,1,80.167,85.167,84.833
Ethan Read,Gold Coast,20,Forward,202.0,2005-07-07,20.0,6,4.3,0.333,2,81.167,53.667,56.5
Daniel Rioli,Gold Coast,17,Defender,179.0,1997-04-16,29.0,6,7.483,0.0,0,79.0,66.833,64.667
Jake Rogers,Gold Coast,29,Forward,172.0,2005-03-02,21.0,4,9.225,0.0,0,63.5,61.5,46.5
Matt Rowell,Gold Coast,18,Midfield,180.0,2001-07-01,24.0,3,14.7,3.0,9,83.0,95.333,81.667
Avery Thomas,Gold Coast,41,Defender,185.0,2007-09-20,18.0,0,0.0,0.0,0,0.0,0.0,0.0
Jamarra Ugle-Hagan,Gold Coast,9,Forward,197.0,2002-04-04,24.0,0,0.0,0.0,0,0.0,0.0,0.0
Bodhi Uwland,Gold Coast,6,Defender,188.0,2003-07-25,22.0,6,12.083,1.333,8,88.167,94.333,89.833
Zeke Uwland,Gold Coast,32,DefenderMidfield,179.0,2007-04-24,18.0,6,7.583,0.0,0,66.5,49.5,46.0
Jed Walter,Gold Coast,4,Forward,195.0,2005-06-08,20.0,3,3.867,0.0,0,63.0,54.0,52.0
Lachlan Weller,Gold Coast,14,Midfield,182.0,1996-02-23,30.0,6,11.083,0.0,0,80.167,70.833,54.833
Jarrod Witts,Gold Coast,28,Ruck,209.0,1992-09-13,33.0,6,12.2,1.333,8,78.167,89.333,81.167
Leek Aleer,GWS Giants,21,Defender,194.0,2001-08-21,24.0,1,16.4,0.0,0,78.0,95.0,73.0
Cody Angove,GWS Giants,29,Forward,182.0,2006-05-28,19.0,0,0.0,0.0,0,0.0,0.0,0.0
Ryan Angwin,GWS Giants,9,Midfield,185.0,2002-12-12,23.0,6,10.85,0.167,1,84.333,71.0,66.667
Lachlan Ash,GWS Giants,7,Defender,188.0,2001-06-21,24.0,6,14.233,1.5,9,81.333,105.333,113.333
Toby Bedford,GWS Giants,14,MidfieldForward,179.0,2000-05-27,25.0,2,7.8,0.0,0,67.5,72.0,63.0
Kieren Briggs,GWS Giants,32,Ruck,201.0,1999-10-06,26.0,4,9.375,0.0,0,65.5,69.25,63.0
Callum Brown,GWS Giants,46,Forward,188.0,2000-08-15,25.0,5,3.28,0.0,0,68.2,33.4,37.4
Jack Buckley,GWS Giants,44,Defender,195.0,1997-12-17,28.0,5,9.36,0.0,0,87.4,62.6,54.6
Aaron Cadman,GWS Giants,5,Forward,195.0,2004-03-03,22.0,1,19.3,2.0,2,57.0,119.0,70.0
Finn Callaghan,GWS Giants,17,Midfield,192.0,2003-04-26,22.0,6,14.75,3.333,20,80.167,103.167,99.167
Stephen Coniglio,GWS Giants,3,MidfieldForward,182.0,1993-12-15,32.0,5,6.46,1.0,5,65.2,70.8,69.4
Brent Daniels,GWS Giants,16,Forward,172.0,1999-03-09,27.0,1,15.7,0.0,0,62.0,81.0,65.0
Finnegan Davis,GWS Giants,45,Defender,188.0,2007-01-21,19.0,0,0.0,0.0,0,0.0,0.0,0.0
Josaia Delana,GWS Giants,38,Forward,176.0,2006-07-01,19.0,4,3.775,0.0,0,67.5,36.5,26.0
Joseph Fonti,GWS Giants,37,Defender,189.0,2004-12-24,21.0,6,10.333,0.333,2,83.0,84.167,77.5
Phoenix Gothard,GWS Giants,11,Forward,179.0,2005-09-07,20.0,6,9.567,0.0,0,76.0,72.5,70.167
Tom Green,GWS Giants,12,Midfield,192.0,2001-01-23,25.0,0,0.0,0.0,0,0.0,0.0,0.0
Toby Greene,GWS Giants,4,MidfieldForward,182.0,1993-09-25,32.0,6,8.8,0.5,3,80.833,79.5,81.5
Max Gruzewski,GWS Giants,35,Forward,192.0,2004-07-21,21.0,4,5.225,0.0,0,68.25,42.0,36.75
Riley Hamilton,GWS Giants,43,MidfieldForward,189.0,2006-08-15,19.0,0,0.0,0.0,0,0.0,0.0,0.0
Oliver Hannaford,GWS Giants,13,MidfieldForward,180.0,2006-09-01,19.0,3,0.0,0.0,0,63.0,33.0,45.667
Harrison Himmelberg,GWS Giants,27,Defender,195.0,1996-05-08,29.0,6,9.733,0.0,0,81.0,67.0,60.833
Jesse Hogan,GWS Giants,23,Forward,196.0,1995-02-12,31.0,5,4.96,0.0,0,82.8,58.4,46.6
Connor Idun,GWS Giants,39,Defender,193.0,2000-07-29,25.0,6,11.467,0.167,1,98.0,85.5,70.5
Darcy Jones,GWS Giants,2,Forward,175.0,2004-04-03,22.0,0,0.0,0.0,0,0.0,0.0,0.0
Joshua Kelly,GWS Giants,22,Midfield,184.0,1995-02-12,31.0,0,0.0,0.0,0,0.0,0.0,0.0
Jayden Laverde,GWS Giants,25,Defender,193.0,1996-04-12,30.0,6,8.567,0.167,1,89.0,80.5,73.167
James Leake,GWS Giants,30,DefenderForward,188.0,2005-10-02,20.0,1,3.0,0.0,0,69.0,56.0,63.0
Nick Madden,GWS Giants,41,Ruck,204.0,2004-05-17,21.0,2,7.7,0.0,0,70.0,91.0,89.0
Toby McMullin,GWS Giants,31,Midfield,183.0,2004-08-06,21.0,1,8.0,0.0,0,64.0,38.0,30.0
Xavier O'Halloran,GWS Giants,33,MidfieldForward,187.0,2000-07-11,25.0,6,6.183,0.0,0,74.833,47.667,54.833
Clayton Oliver,GWS Giants,10,Midfield,189.0,1997-07-22,28.0,6,15.65,4.167,25,80.667,109.0,95.0
Harrison Oliver,GWS Giants,19,Defender,181.0,2006-06-15,19.0,0,0.0,0.0,0,0.0,0.0,0.0
Jack Ough,GWS Giants,28,Midfield,194.0,2006-12-15,19.0,0,0.0,0.0,0,0.0,0.0,0.0
Jake Riccardi,GWS Giants,26,ForwardRuck,198.0,1999-11-07,26.0,6,9.033,0.0,0,76.5,75.833,70.333
Harry Rowston,GWS Giants,24,Midfield,182.0,2004-08-12,21.0,4,6.55,0.0,0,67.0,58.25,70.5
Logan Smith,GWS Giants,36,Ruck,204.0,2006-09-24,19.0,0,0.0,0.0,0,0.0,0.0,0.0
Conor Stone,GWS Giants,18,Defender,189.0,2002-04-22,23.0,0,0.0,0.0,0,0.0,0.0,0.0
Jake Stringer,GWS Giants,20,Forward,192.0,1994-04-25,31.0,6,11.417,2.167,13,84.0,67.5,64.0
Oskar Taylor,GWS Giants,34,Defender,182.0,2007-08-01,18.0,0,0.0,0.0,0,0.0,0.0,0.0
Sam Taylor,GWS Giants,15,Defender,198.0,1999-05-05,26.0,0,0.0,0.0,0,0.0,0.0,0.0
Harvey Thomas,GWS Giants,1,MidfieldForward,176.0,2005-08-08,20.0,6,13.117,0.0,0,84.5,86.0,77.0
Nathan Wardius,GWS Giants,42,Forward,181.0,2004-10-12,21.0,0,0.0,0.0,0,0.0,0.0,0.0
Lachie Whitfield,GWS Giants,6,Defender,185.0,1994-07-18,31.0,6,10.6,0.167,1,81.5,102.333,101.667
Karl Amon,Hawthorn,10,Defender,181.0,1995-08-19,30.0,5,6.1,0.0,0,81.4,69.0,72.0
Cody Anderson,Hawthorn,32,Midfield,183.0,2006-01-30,20.0,0,0.0,0.0,0,0.0,0.0,0.0
Tom Barrass,Hawthorn,37,Defender,197.0,1995-10-08,30.0,6,9.817,2.5,15,83.0,67.333,50.167
Josh Battle,Hawthorn,24,Defender,193.0,1998-09-01,27.0,6,10.233,1.0,6,94.0,83.333,81.833
James Blanck,Hawthorn,36,Defender,196.0,2000-11-20,25.0,0,0.0,0.0,0,0.0,0.0,0.0
Sam Butler,Hawthorn,30,MidfieldForward,184.0,2003-02-10,23.0,6,4.7,0.0,0,71.667,50.0,58.833
Mabior Chol,Hawthorn,18,Forward,200.0,1997-01-29,29.0,5,5.78,0.0,0,60.6,58.0,51.8
Massimo D'Ambrosio,Hawthorn,16,Midfield,178.0,2003-06-05,22.0,6,10.233,0.0,0,80.833,75.167,72.0
Jack Dalton,Hawthorn,34,Midfield,178.0,2007-04-05,19.0,1,3.4,0.0,0,59.0,38.0,30.0
Will Day,Hawthorn,12,Midfield,191.0,2001-06-05,24.0,0,0.0,0.0,0,0.0,0.0,0.0
Calsher Dear,Hawthorn,13,Forward,195.0,2005-08-04,20.0,1,7.5,0.0,0,77.0,104.0,76.0
Jack Ginnivan,Hawthorn,33,Forward,185.0,2002-12-09,23.0,6,10.167,2.0,12,81.667,85.0,89.167
Ollie Greeves,Hawthorn,35,Midfield,192.0,2007-02-07,19.0,0,0.0,0.0,0,0.0,0.0,0.0
Jack Gunston,Hawthorn,19,Forward,193.0,1991-10-16,34.0,5,11.0,2.6,13,84.2,83.4,73.4
Blake Hardwick,Hawthorn,15,Defender,183.0,1997-02-05,29.0,6,10.4,0.333,2,91.167,88.0,77.833
Matt Hill,Hawthorn,41,Defender,187.0,2004-01-01,22.0,0,0.0,0.0,0,0.0,0.0,0.0
Henry Hustwaite,Hawthorn,44,Midfield,195.0,2004-07-20,21.0,0,0.0,0.0,0,0.0,0.0,0.0
Jarman Impey,Hawthorn,4,Defender,178.0,1995-07-09,30.0,6,9.0,1.667,10,82.667,77.0,90.0
Matthew LeRay,Hawthorn,31,Midfield,188.0,2007-02-22,19.0,0,0.0,0.0,0,0.0,0.0,0.0
Mitchell Lewis,Hawthorn,2,Forward,199.0,1998-10-14,27.0,6,9.85,0.5,3,78.0,84.167,77.333
Connor MacDonald,Hawthorn,9,Forward,185.0,2003-01-13,23.0,6,11.767,1.167,7,79.167,89.0,86.667
Bailey Macdonald,Hawthorn,42,Defender,182.0,2004-08-04,21.0,0,0.0,0.0,0,0.0,0.0,0.0
Cameron Mackenzie,Hawthorn,28,Midfield,188.0,2004-01-21,22.0,4,7.85,0.0,0,66.5,71.75,72.5
Finn Maginness,Hawthorn,20,Forward,189.0,2001-02-23,25.0,1,3.3,0.0,0,56.0,32.0,25.0
William McCabe,Hawthorn,27,Defender,197.0,2005-09-29,20.0,1,3.2,0.0,0,63.0,30.0,35.0
Lloyd Meek,Hawthorn,17,Ruck,203.0,1998-04-22,27.0,6,8.283,0.0,0,58.0,70.667,70.5
Dylan Moore,Hawthorn,8,Forward,177.0,1999-08-04,26.0,6,10.467,1.0,6,87.5,77.5,77.167
Harry Morrison,Hawthorn,1,Midfield,184.0,1998-11-12,27.0,1,4.4,0.0,0,87.0,39.0,69.0
Noah Mraz,Hawthorn,21,Defender,198.0,2006-02-20,20.0,0,0.0,0.0,0,0.0,0.0,0.0
Cameron Nairn,Hawthorn,22,MidfieldForward,188.0,2007-10-15,18.0,0,0.0,0.0,0,0.0,0.0,0.0
Conor Nash,Hawthorn,11,Midfield,198.0,1998-07-28,27.0,6,10.483,1.0,6,76.5,79.167,75.667
Jai Newcombe,Hawthorn,3,Midfield,187.0,2001-08-02,24.0,6,14.1,3.333,20,79.333,99.0,91.167
Flynn Perez,Hawthorn,39,Defender,188.0,2001-08-25,24.0,3,7.467,0.0,0,72.0,58.667,51.667
Max Ramsden,Hawthorn,38,Forward,203.0,2003-04-19,23.0,0,0.0,0.0,0,0.0,0.0,0.0
Ned Reeves,Hawthorn,7,Ruck,210.0,1998-10-31,27.0,5,12.04,0.0,0,52.6,82.6,63.6
Bodie Ryan,Hawthorn,26,Defender,187.0,2005-04-20,21.0,0,0.0,0.0,0,0.0,0.0,0.0
Aidan Schubert,Hawthorn,29,ForwardRuck,198.0,2007-12-21,18.0,0,0.0,0.0,0,0.0,0.0,0.0
Jack Scrimshaw,Hawthorn,14,Defender,194.0,1998-09-04,27.0,4,6.525,0.0,0,78.5,61.0,63.5
James Sicily,Hawthorn,6,Defender,188.0,1995-01-06,31.0,6,11.55,0.5,3,91.833,98.0,91.0
Jaime Uhr-Henry,Hawthorn,43,Ruck,209.0,2003-03-12,23.0,0,0.0,0.0,0,0.0,0.0,0.0
Josh Ward,Hawthorn,25,Midfield,183.0,2003-08-15,22.0,6,9.0,0.0,0,76.833,70.5,78.667
Nick Watson,Hawthorn,5,Forward,170.0,2005-02-24,21.0,6,17.05,3.333,20,79.5,89.833,74.0
Joshua Weddle,Hawthorn,23,DefenderMidfield,191.0,2004-05-25,21.0,6,8.383,0.167,1,85.833,71.333,68.667
Jed Adams,Melbourne,26,Defender,196.0,2004-05-14,21.0,0,0.0,0.0,0,0.0,0.0,0.0
Oscar Berry,Melbourne,38,Defender,196.0,,,0,0.0,0.0,0,0.0,0.0,0.0
Jake Bowey,Melbourne,17,Defender,175.0,2002-09-12,23.0,0,0.0,0.0,0,0.0,0.0,0.0
Tom Campbell,Melbourne,29,Ruck,201.0,1991-11-02,34.0,0,0.0,0.0,0,0.0,0.0,0.0
Kade Chandler,Melbourne,37,Forward,175.0,2000-01-13,26.0,6,13.967,1.333,8,80.667,81.333,71.0
Paddy Cross,Melbourne,41,Forward,181.0,2003-02-14,23.0,1,3.8,0.0,0,61.0,36.0,24.0
Jai Culley,Melbourne,13,Midfield,194.0,2003-02-24,23.0,6,8.433,0.0,0,75.667,63.167,53.833
Bayley Fritsch,Melbourne,31,Forward,188.0,1996-12-06,29.0,5,11.76,0.4,2,85.0,75.4,63.4
Max Gawn,Melbourne,11,Ruck,209.0,1991-12-30,34.0,6,19.55,5.0,30,84.333,134.167,116.5
Max Heath,Melbourne,27,ForwardRuck,204.0,2002-10-24,23.0,1,1.5,0.0,0,27.0,24.0,16.0
Jack Henderson,Melbourne,43,Forward,176.0,1999-10-01,26.0,0,0.0,0.0,0,0.0,0.0,0.0
Blake Howes,Melbourne,22,Defender,191.0,2003-04-07,23.0,6,6.633,0.0,0,81.167,57.167,49.5
Matthew Jefferson,Melbourne,21,Forward,195.0,2004-03-08,22.0,1,1.6,0.0,0,88.0,33.0,31.0
Changkuoth Jiath,Melbourne,14,Defender,185.0,1999-06-13,26.0,3,4.8,0.0,0,57.667,56.0,60.0
Aidan Johnson,Melbourne,42,Forward,193.0,2000-03-09,26.0,0,0.0,0.0,0,0.0,0.0,0.0
Luker Kentfield,Melbourne,44,Forward,194.0,2005-09-10,20.0,0,0.0,0.0,0,0.0,0.0,0.0
Ed Langdon,Melbourne,15,MidfieldForward,182.0,1996-02-01,30.0,6,9.0,0.0,0,88.167,74.167,72.333
Harvey Langford,Melbourne,4,Midfield,191.0,2006-03-15,20.0,6,11.317,1.333,8,72.5,64.0,60.833
Bailey Laurie,Melbourne,16,Forward,179.0,2002-03-24,24.0,2,1.35,0.0,0,65.0,31.0,39.0
Jake Lever,Melbourne,8,Defender,194.0,1996-03-05,30.0,6,6.4,1.0,6,91.667,68.667,73.167
Xavier Lindsay,Melbourne,5,DefenderMidfield,183.0,2006-08-03,19.0,5,8.6,0.0,0,73.0,70.6,60.8
